"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 대구광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세(만원)","층","건축년도","도로명"
"대구광역시 남구 대명동","3062","3062","0000","앞산 리슈빌 앤 리마크","월세","59.9545","202011","23","7,000","56","7","2018","안지랑로 73"
"대구광역시 남구 대명동","3062","3062","0000","앞산 리슈빌 앤 리마크","월세","59.8231","202011","23","3,000","58","2","2018","안지랑로 73"
"대구광역시 남구 대명동","3066","3066","0000","앞산 리슈빌 앤 리마크","월세","59.9545","202011","23","3,000","58","6","2018","안지랑로 74"
"대구광역시 남구 대명동","3062","3062","0000","앞산 리슈빌 앤 리마크","월세","59.8231","202011","24","4,000","54","2","2018","안지랑로 73"
"대구광역시 남구 대명동","3062","3062","0000","앞산 리슈빌 앤 리마크","월세","84.9388","202011","24","10,600","61","7","2018","안지랑로 73"
"대구광역시 남구 대명동","3062","3062","0000","앞산 리슈빌 앤 리마크","월세","84.9388","202011","24","10,600","63","3","2018","안지랑로 73"
"대구광역시 남구 대명동","3066","3066","0000","앞산 리슈빌 앤 리마크","월세","59.9545","202011","24","4,000","54","1","2018","안지랑로 74"
"대구광역시 남구 대명동","3062","3062","0000","앞산 리슈빌 앤 리마크","월세","84.9388","202011","24","10,600","61","4","2018","안지랑로 73"
"대구광역시 남구 대명동","3066","3066","0000","앞산 리슈빌 앤 리마크","월세","84.9388","202011","25","10,600","61","5","2018","안지랑로 74"
"대구광역시 남구 대명동","3066","3066","0000","앞산 리슈빌 앤 리마크","월세","84.9388","202011","25","10,600","61","7","2018","안지랑로 74"
